tileset,index,type_or_hex
cable_club,56,NORMAL
cable_club,57,NORMAL
cable_club,58,NORMAL
cable_club,59,NORMAL
cable_club,60,NORMAL
cable_club,61,NORMAL
cable_club,62,NORMAL
cable_club,63,NORMAL
cable_club,64,NORMAL
cable_club,65,NORMAL
cable_club,66,NORMAL
cable_club,67,NORMAL
cable_club,68,NORMAL
cable_club,69,NORMAL
cable_club,70,NORMAL
cable_club,71,NORMAL
cable_club,72,NORMAL
cable_club,73,NORMAL
cable_club,74,NORMAL
cable_club,75,NORMAL
cable_club,76,NORMAL
cable_club,77,NORMAL
cable_club,78,NORMAL
cable_club,79,NORMAL
cable_club,80,NORMAL
cable_club,81,NORMAL
cable_club,82,NORMAL
cable_club,83,NORMAL
cable_club,84,NORMAL
cable_club,85,NORMAL
cable_club,86,NORMAL
cable_club,87,NORMAL
cable_club,88,NORMAL
cable_club,89,NORMAL
cable_club,90,NORMAL
cable_club,91,NORMAL
cable_club,92,NORMAL
cable_club,93,NORMAL
cable_club,94,NORMAL
cable_club,95,NORMAL
cable_club,96,NORMAL
cable_club,97,NORMAL
cable_club,98,NORMAL
cable_club,99,NORMAL
cable_club,100,NORMAL
cable_club,101,NORMAL
cable_club,102,NORMAL
cable_club,103,NORMAL
cable_club,104,NORMAL
cable_club,105,NORMAL
cable_club,106,NORMAL
cable_club,107,NORMAL
cable_club,108,NORMAL
cable_club,109,NORMAL
cable_club,110,NORMAL
cable_club,111,NORMAL
cable_club,112,NORMAL
cable_club,113,NORMAL
cable_club,114,NORMAL
cable_club,115,NORMAL
cable_club,116,NORMAL
cable_club,117,NORMAL
cable_club,118,NORMAL
cable_club,119,NORMAL
cable_club,120,NORMAL
cable_club,121,NORMAL
cable_club,122,NORMAL
cable_club,123,NORMAL
cable_club,124,NORMAL
cable_club,125,NORMAL
cable_club,126,NORMAL
cable_club,127,NORMAL
cable_club,128,NORMAL
cable_club,129,NORMAL
cable_club,130,NORMAL
cable_club,131,NORMAL
cable_club,132,NORMAL
cable_club,133,NORMAL
cable_club,134,NORMAL
cable_club,135,NORMAL
cable_club,136,NORMAL
cable_club,137,NORMAL
cable_club,138,NORMAL
cable_club,139,NORMAL
cable_club,140,NORMAL
cable_club,141,NORMAL
cable_club,142,NORMAL
cable_club,143,NORMAL
cable_club,144,NORMAL
cable_club,145,NORMAL
cable_club,146,NORMAL
cable_club,147,NORMAL
cable_club,148,NORMAL
cable_club,149,NORMAL
cable_club,150,NORMAL
cable_club,151,NORMAL
cable_club,152,NORMAL
cable_club,153,NORMAL
cable_club,154,NORMAL
cable_club,155,NORMAL
cable_club,156,NORMAL
cable_club,157,NORMAL
cable_club,158,NORMAL
cable_club,159,NORMAL
cable_club,160,NORMAL
cable_club,161,NORMAL
cable_club,162,NORMAL
cable_club,163,NORMAL
cable_club,164,NORMAL
cable_club,165,NORMAL
cable_club,166,NORMAL
cable_club,167,NORMAL
cable_club,168,NORMAL
cable_club,169,NORMAL
cable_club,170,NORMAL
cable_club,171,NORMAL
cable_club,172,NORMAL
cable_club,173,NORMAL
cable_club,174,NORMAL
cable_club,175,NORMAL
cable_club,176,NORMAL
cable_club,177,NORMAL
cable_club,178,NORMAL
cable_club,179,NORMAL
cable_club,180,NORMAL
cable_club,181,NORMAL
cable_club,182,NORMAL
cable_club,183,NORMAL
cable_club,184,NORMAL
cable_club,185,NORMAL
cable_club,186,NORMAL
cable_club,187,NORMAL
cable_club,188,NORMAL
cable_club,189,NORMAL
cable_club,190,NORMAL
cable_club,191,NORMAL
cable_club,192,NORMAL
cable_club,193,NORMAL
cable_club,194,NORMAL
cable_club,195,NORMAL
cable_club,196,NORMAL
cable_club,197,NORMAL
cable_club,198,NORMAL
cable_club,199,NORMAL
cable_club,200,NORMAL
cable_club,201,NORMAL
cable_club,202,NORMAL
cable_club,203,NORMAL
cable_club,204,NORMAL
cable_club,205,NORMAL
cable_club,206,NORMAL
cable_club,207,NORMAL
cable_club,208,NORMAL
cable_club,209,NORMAL
cable_club,210,NORMAL
cable_club,211,NORMAL
cable_club,212,NORMAL
cable_club,213,NORMAL
cable_club,214,NORMAL
cable_club,215,NORMAL
cable_club,216,NORMAL
cable_club,217,NORMAL
cable_club,218,NORMAL
cable_club,219,NORMAL
cable_club,220,NORMAL
cable_club,221,NORMAL
cable_club,222,NORMAL
cable_club,223,NORMAL
cable_club,224,NORMAL
cable_club,225,NORMAL
cable_club,226,NORMAL
cable_club,227,NORMAL
cable_club,228,NORMAL
cable_club,229,NORMAL
cable_club,230,NORMAL
cable_club,231,NORMAL
cable_club,232,NORMAL
cable_club,233,NORMAL
cable_club,234,NORMAL
cable_club,235,NORMAL
cable_club,236,NORMAL
cable_club,237,NORMAL
cable_club,238,NORMAL
cable_club,239,NORMAL
cable_club,240,NORMAL
cable_club,241,NORMAL
cable_club,242,NORMAL
cable_club,243,NORMAL
cable_club,244,NORMAL
cable_club,245,NORMAL
cable_club,246,NORMAL
cable_club,247,NORMAL
cable_club,248,NORMAL
cable_club,249,NORMAL
cable_club,250,NORMAL
cable_club,251,NORMAL
cable_club,252,NORMAL
cable_club,253,NORMAL
cable_club,254,NORMAL
cable_club,255,NORMAL
lake,0,NORMAL
lake,1,NORMAL
lake,2,NORMAL
lake,3,NORMAL
lake,4,NORMAL
lake,5,NORMAL
lake,6,NORMAL
lake,7,NORMAL
lake,8,NORMAL
lake,9,NORMAL
lake,10,NORMAL
lake,11,NORMAL
lake,12,NORMAL
lake,13,NORMAL
lake,14,NORMAL
lake,15,NORMAL
lake,16,NORMAL
lake,17,NORMAL
lake,18,NORMAL
lake,19,NORMAL
lake,20,NORMAL
lake,21,NORMAL
lake,22,NORMAL
lake,23,NORMAL
lake,24,NORMAL
lake,25,NORMAL
lake,26,NORMAL
lake,27,NORMAL
lake,28,NORMAL
lake,29,NORMAL
lake,30,NORMAL
lake,31,NORMAL
lake,32,NORMAL
lake,33,NORMAL
lake,34,NORMAL
lake,35,NORMAL
lake,36,NORMAL
lake,37,NORMAL
lake,38,NORMAL
lake,39,NORMAL
lake,40,NORMAL
lake,41,NORMAL
lake,42,NORMAL
lake,43,NORMAL
lake,44,NORMAL
lake,45,NORMAL
lake,46,NORMAL
lake,47,NORMAL
lake,48,NORMAL
lake,49,NORMAL
lake,50,NORMAL
lake,51,NORMAL
lake,52,NORMAL
lake,53,NORMAL
lake,54,NORMAL
lake,55,NORMAL
lake,56,NORMAL
lake,57,NORMAL
lake,58,NORMAL
lake,59,NORMAL
lake,60,NORMAL
lake,61,NORMAL
lake,62,NORMAL
lake,63,NORMAL
lake,64,NORMAL
lake,65,NORMAL
lake,66,NORMAL
lake,67,NORMAL
lake,68,NORMAL
lake,69,NORMAL
lake,70,NORMAL
lake,71,NORMAL
lake,72,NORMAL
lake,73,NORMAL
lake,74,NORMAL
lake,75,NORMAL
lake,76,NORMAL
lake,77,NORMAL
lake,78,NORMAL
lake,79,NORMAL
lake,80,NORMAL
lake,81,NORMAL
lake,82,NORMAL
lake,83,NORMAL
lake,84,NORMAL
lake,85,NORMAL
lake,86,NORMAL
lake,87,NORMAL
lake,88,NORMAL
lake,89,NORMAL
lake,90,NORMAL
lake,91,NORMAL
lake,92,NORMAL
lake,93,NORMAL
lake,94,NORMAL
lake,95,NORMAL
lake,96,NORMAL
lake,97,NORMAL
lake,98,NORMAL
lake,99,NORMAL
lake,100,NORMAL
lake,101,NORMAL
lake,102,NORMAL
lake,103,NORMAL
lake,104,NORMAL
lake,105,NORMAL
lake,106,NORMAL
lake,107,NORMAL
lake,108,NORMAL
lake,109,NORMAL
lake,110,NORMAL
lake,111,NORMAL
lake,112,NORMAL
lake,113,NORMAL
lake,114,NORMAL
lake,115,NORMAL
lake,116,NORMAL
lake,117,NORMAL
lake,118,NORMAL
lake,119,NORMAL
lake,120,NORMAL
lake,121,NORMAL
lake,122,NORMAL
lake,123,NORMAL
lake,124,NORMAL
lake,125,NORMAL
lake,126,NORMAL
lake,127,NORMAL
fallarbor,0,NORMAL
fallarbor,1,NORMAL
fallarbor,2,NORMAL
fallarbor,3,NORMAL
fallarbor,4,NORMAL
fallarbor,5,NORMAL
fallarbor,6,NORMAL
fallarbor,7,NORMAL
fallarbor,8,NORMAL
fallarbor,9,NORMAL
fallarbor,10,NORMAL
fallarbor,11,NORMAL
fallarbor,12,NORMAL
fallarbor,13,NORMAL
fallarbor,14,NORMAL
fallarbor,15,NORMAL
fallarbor,16,NORMAL
fallarbor,17,NORMAL
fallarbor,18,NORMAL
fallarbor,19,NORMAL
fallarbor,20,NORMAL
fallarbor,21,NORMAL
fallarbor,22,NORMAL
fallarbor,23,NORMAL
fallarbor,24,NORMAL
fallarbor,25,NORMAL
fallarbor,26,NORMAL
fallarbor,27,NORMAL
fallarbor,28,NORMAL
fallarbor,29,NORMAL
fallarbor,30,NORMAL
fallarbor,31,NORMAL
fallarbor,32,NORMAL
fallarbor,33,NORMAL
fallarbor,34,NORMAL
fallarbor,35,NORMAL
fallarbor,36,NORMAL
fallarbor,37,NORMAL
fallarbor,38,NORMAL
fallarbor,39,NORMAL
fallarbor,40,NORMAL
fallarbor,41,NORMAL
fallarbor,42,NORMAL
fallarbor,43,NORMAL
fallarbor,44,NORMAL
fallarbor,45,NORMAL
fallarbor,46,NORMAL
fallarbor,47,NORMAL
fallarbor,48,NORMAL
fallarbor,49,NORMAL
fallarbor,50,NORMAL
fallarbor,51,NORMAL
fallarbor,52,NORMAL
fallarbor,53,NORMAL
fallarbor,54,NORMAL
fallarbor,55,NORMAL
fallarbor,56,NORMAL
fallarbor,57,NORMAL
fallarbor,58,NORMAL
fallarbor,59,NORMAL
fallarbor,60,NORMAL
fallarbor,61,NORMAL
fallarbor,62,NORMAL
fallarbor,63,NORMAL
fallarbor,64,NORMAL
fallarbor,65,NORMAL
fallarbor,66,NORMAL
fallarbor,67,NORMAL
fallarbor,68,NORMAL
fallarbor,69,NORMAL
fallarbor,70,NORMAL
fallarbor,71,NORMAL
fallarbor,72,NORMAL
fallarbor,73,NORMAL
fallarbor,74,NORMAL
fallarbor,75,NORMAL
fallarbor,76,NORMAL
fallarbor,77,NORMAL
fallarbor,78,NORMAL
fallarbor,79,NORMAL
fallarbor,80,NORMAL
fallarbor,81,NORMAL
fallarbor,82,NORMAL
fallarbor,83,NORMAL
fallarbor,84,NORMAL
fallarbor,85,NORMAL
fallarbor,86,NORMAL
fallarbor,87,NORMAL
fallarbor,88,NORMAL
fallarbor,89,NORMAL
fallarbor,90,NORMAL
fallarbor,91,NORMAL
fallarbor,92,NORMAL
fallarbor,93,NORMAL
fallarbor,94,NORMAL
fallarbor,95,NORMAL
fallarbor,96,NORMAL
fallarbor,97,NORMAL
fallarbor,98,NORMAL
fallarbor,99,NORMAL
fallarbor,100,NORMAL
fallarbor,101,NORMAL
fallarbor,102,NORMAL
fallarbor,103,NORMAL
fallarbor,104,NORMAL
fallarbor,105,NORMAL
fallarbor,106,NORMAL
fallarbor,107,NORMAL
fallarbor,108,NORMAL
fallarbor,109,NORMAL
fallarbor,110,NORMAL
fallarbor,111,NORMAL
fallarbor,112,NORMAL
fallarbor,113,NORMAL
fallarbor,114,NORMAL
fallarbor,115,NORMAL
fallarbor,116,NORMAL
fallarbor,117,NORMAL
fallarbor,118,NORMAL
fallarbor,119,NORMAL
fallarbor,120,NORMAL
fallarbor,121,NORMAL
fallarbor,122,NORMAL
fallarbor,123,NORMAL
fallarbor,124,NORMAL
fallarbor,125,NORMAL
fallarbor,126,NORMAL
fallarbor,127,NORMAL
fallarbor,128,NORMAL
fallarbor,129,NORMAL
fallarbor,130,NORMAL
fallarbor,131,NORMAL
fallarbor,132,NORMAL
fallarbor,133,NORMAL
fallarbor,134,NORMAL
fallarbor,135,NORMAL
fallarbor,136,NORMAL
fallarbor,137,NORMAL
fallarbor,138,NORMAL
fallarbor,139,NORMAL
fallarbor,140,NORMAL
fallarbor,141,NORMAL
fallarbor,142,NORMAL
fallarbor,143,NORMAL
fallarbor,144,NORMAL
fallarbor,145,NORMAL
fallarbor,146,NORMAL
fallarbor,147,NORMAL
fallarbor,148,NORMAL
fallarbor,149,NORMAL
fallarbor,150,NORMAL
fallarbor,151,NORMAL
fallarbor,152,NORMAL
fallarbor,153,NORMAL
fallarbor,154,NORMAL
fallarbor,155,NORMAL
fallarbor,156,NORMAL
fallarbor,157,NORMAL
fallarbor,158,NORMAL
fallarbor,159,NORMAL
fallarbor,160,NORMAL
fallarbor,161,NORMAL
fallarbor,162,NORMAL
fallarbor,163,NORMAL
fallarbor,164,NORMAL
fallarbor,165,NORMAL
fallarbor,166,NORMAL
fallarbor,167,NORMAL
fallarbor,168,NORMAL
fallarbor,169,NORMAL
fallarbor,170,NORMAL
fallarbor,171,NORMAL
fallarbor,172,NORMAL
fallarbor,173,NORMAL
fallarbor,174,NORMAL
fallarbor,175,NORMAL
fallarbor,176,NORMAL
fallarbor,177,NORMAL
fallarbor,178,NORMAL
fallarbor,179,NORMAL
fallarbor,180,NORMAL
fallarbor,181,NORMAL
fallarbor,182,NORMAL
fallarbor,183,NORMAL
fallarbor,184,NORMAL
fallarbor,185,NORMAL
fallarbor,186,NORMAL
fallarbor,187,NORMAL
fallarbor,188,NORMAL
fallarbor,189,NORMAL
fallarbor,190,NORMAL
fallarbor,191,NORMAL
fallarbor,192,NORMAL
fallarbor,193,NORMAL
fallarbor,194,NORMAL
fallarbor,195,NORMAL
fallarbor,196,NORMAL
fallarbor,197,NORMAL
fallarbor,198,NORMAL
fallarbor,199,NORMAL
fallarbor,200,NORMAL
fallarbor,201,NORMAL
fallarbor,202,NORMAL
fallarbor,203,NORMAL
fallarbor,204,NORMAL
fallarbor,205,NORMAL
fallarbor,206,NORMAL
fallarbor,207,NORMAL
fallarbor,208,NORMAL
fallarbor,209,NORMAL
fallarbor,210,NORMAL
fallarbor,211,NORMAL
fallarbor,212,NORMAL
fallarbor,213,NORMAL
fallarbor,214,NORMAL
fallarbor,215,NORMAL
fallarbor,216,NORMAL
fallarbor,217,NORMAL
fallarbor,218,NORMAL
fallarbor,219,NORMAL
fallarbor,220,NORMAL
fallarbor,221,NORMAL
fallarbor,222,NORMAL
fallarbor,223,NORMAL
fallarbor,224,NORMAL
fallarbor,225,NORMAL
fallarbor,226,NORMAL
fallarbor,227,NORMAL
fallarbor,228,NORMAL
fallarbor,229,NORMAL
fallarbor,230,NORMAL
fallarbor,231,NORMAL
fallarbor,232,NORMAL
fallarbor,233,NORMAL
fallarbor,234,NORMAL
fallarbor,235,NORMAL
fallarbor,236,NORMAL
fallarbor,237,NORMAL
fallarbor,238,NORMAL
fallarbor,239,NORMAL
fallarbor,240,NORMAL
fallarbor,241,NORMAL
fallarbor,242,NORMAL
fallarbor,243,NORMAL
fallarbor,244,NORMAL
fallarbor,245,NORMAL
fallarbor,246,NORMAL
fallarbor,247,NORMAL
fallarbor,248,NORMAL
fallarbor,249,NORMAL
fallarbor,250,NORMAL
fallarbor,251,NORMAL
fallarbor,252,NORMAL
fallarbor,253,NORMAL
fallarbor,254,NORMAL
fallarbor,255,NORMAL
fallarbor,256,NORMAL
fallarbor,257,NORMAL
fallarbor,258,NORMAL
fallarbor,259,NORMAL
fallarbor,260,NORMAL
fallarbor,261,NORMAL
fallarbor,262,NORMAL
fallarbor,263,NORMAL
fallarbor,264,NORMAL
fallarbor,265,NORMAL
fallarbor,266,NORMAL
fallarbor,267,NORMAL
fallarbor,268,NORMAL
fallarbor,269,NORMAL
fallarbor,270,NORMAL
fallarbor,271,NORMAL
fallarbor,272,NORMAL
fallarbor,273,NORMAL
fallarbor,274,NORMAL
fallarbor,275,NORMAL
fallarbor,276,NORMAL
fallarbor,277,NORMAL
fallarbor,278,NORMAL
fallarbor,279,NORMAL
fallarbor,280,NORMAL
fallarbor,281,NORMAL
fallarbor,282,NORMAL
fallarbor,283,NORMAL
fallarbor,284,NORMAL
fallarbor,285,NORMAL
fallarbor,286,NORMAL
fallarbor,287,NORMAL
fallarbor,288,NORMAL
fallarbor,289,NORMAL
fallarbor,290,NORMAL
fallarbor,291,NORMAL
fallarbor,292,NORMAL
fallarbor,293,NORMAL
fallarbor,294,NORMAL
fallarbor,295,NORMAL
fallarbor,296,NORMAL
fallarbor,297,NORMAL
fallarbor,298,NORMAL
fallarbor,299,NORMAL
fallarbor,300,NORMAL
fallarbor,301,NORMAL
fallarbor,302,NORMAL
fallarbor,303,NORMAL
fallarbor,304,NORMAL
fallarbor,305,NORMAL
fallarbor,306,NORMAL
fallarbor,307,NORMAL
fallarbor,308,NORMAL
fallarbor,309,NORMAL
fallarbor,310,NORMAL
fallarbor,311,NORMAL
fallarbor,312,NORMAL
fallarbor,313,NORMAL
fallarbor,314,NORMAL
fallarbor,315,NORMAL
fallarbor,316,NORMAL
fallarbor,317,NORMAL
fallarbor,318,NORMAL
fallarbor,319,NORMAL
fallarbor,320,NORMAL
fallarbor,321,NORMAL
fallarbor,322,NORMAL
fallarbor,323,NORMAL
fallarbor,324,NORMAL
fallarbor,325,NORMAL
fallarbor,326,NORMAL
fallarbor,327,NORMAL
fallarbor,328,NORMAL
fallarbor,329,NORMAL
fallarbor,330,NORMAL
fallarbor,331,NORMAL
fallarbor,332,NORMAL
fallarbor,333,NORMAL
fallarbor,334,NORMAL
fallarbor,335,NORMAL
fallarbor,336,NORMAL
fallarbor,337,NORMAL
fallarbor,338,NORMAL
fallarbor,339,NORMAL
fallarbor,340,NORMAL
fallarbor,341,NORMAL
fallarbor,342,NORMAL
fallarbor,343,NORMAL
fallarbor,344,NORMAL
fallarbor,345,NORMAL
fallarbor,346,NORMAL
fallarbor,347,NORMAL
fallarbor,348,NORMAL
fallarbor,349,NORMAL
fallarbor,350,NORMAL
fallarbor,351,NORMAL
fallarbor,352,NORMAL
fallarbor,353,NORMAL
fallarbor,354,NORMAL
fallarbor,355,NORMAL
fallarbor,356,NORMAL
fallarbor,357,NORMAL
fallarbor,358,NORMAL
fallarbor,359,NORMAL
fallarbor,360,NORMAL
fallarbor,361,NORMAL
fallarbor,362,NORMAL
fallarbor,363,NORMAL
fallarbor,364,NORMAL
fallarbor,365,NORMAL
fallarbor,366,NORMAL
mossdeep_gym,0,NORMAL
mossdeep_gym,1,NORMAL
mossdeep_gym,2,NORMAL
mossdeep_gym,3,NORMAL
mossdeep_gym,4,NORMAL
mossdeep_gym,5,NORMAL
mossdeep_gym,6,NORMAL
mossdeep_gym,7,NORMAL
mossdeep_gym,8,NORMAL
mossdeep_gym,9,NORMAL
mossdeep_gym,10,NORMAL
mossdeep_gym,11,NORMAL
mossdeep_gym,12,NORMAL
mossdeep_gym,13,NORMAL
mossdeep_gym,14,NORMAL
mossdeep_gym,15,NORMAL
mossdeep_gym,16,NORMAL
mossdeep_gym,17,NORMAL
mossdeep_gym,18,NORMAL
mossdeep_gym,19,NORMAL
mossdeep_gym,20,NORMAL
mossdeep_gym,21,NORMAL
mossdeep_gym,22,NORMAL
mossdeep_gym,23,NORMAL
mossdeep_gym,24,NORMAL
mossdeep_gym,25,NORMAL
mossdeep_gym,26,NORMAL
mossdeep_gym,27,NORMAL
mossdeep_gym,28,NORMAL
mossdeep_gym,29,NORMAL
mossdeep_gym,30,NORMAL
mossdeep_gym,31,NORMAL
mossdeep_gym,32,NORMAL
mossdeep_gym,33,NORMAL
mossdeep_gym,34,NORMAL
mossdeep_gym,35,NORMAL
mossdeep_gym,36,NORMAL
mossdeep_gym,37,NORMAL
mossdeep_gym,38,NORMAL
mossdeep_gym,39,NORMAL
mossdeep_gym,40,NORMAL
mossdeep_gym,41,NORMAL
mossdeep_gym,42,NORMAL
mossdeep_gym,43,NORMAL
mossdeep_gym,44,NORMAL
mossdeep_gym,45,NORMAL
mossdeep_gym,46,NORMAL
mossdeep_gym,47,NORMAL
mossdeep_gym,48,NORMAL
mossdeep_gym,49,NORMAL
mossdeep_gym,50,NORMAL
mossdeep_gym,51,NORMAL
mossdeep_gym,52,NORMAL
mossdeep_gym,53,NORMAL
mossdeep_gym,54,NORMAL
mossdeep_gym,55,NORMAL
mossdeep_gym,56,NORMAL
mossdeep_gym,57,NORMAL
mossdeep_gym,58,NORMAL
mossdeep_gym,59,NORMAL
mossdeep_gym,60,NORMAL
mossdeep_gym,61,NORMAL
mossdeep_gym,62,NORMAL
mossdeep_gym,63,NORMAL
mossdeep_gym,64,NORMAL
mossdeep_gym,65,NORMAL
mossdeep_gym,66,NORMAL
mossdeep_gym,67,NORMAL
mossdeep_gym,68,NORMAL
mossdeep_gym,69,NORMAL
mossdeep_gym,70,NORMAL
mossdeep_gym,71,NORMAL
mossdeep_gym,72,NORMAL
mossdeep_gym,73,NORMAL
mossdeep_gym,74,NORMAL
mossdeep_gym,75,NORMAL
mossdeep_gym,76,NORMAL
mossdeep_gym,77,NORMAL
mossdeep_gym,78,NORMAL
mossdeep_gym,79,NORMAL
mossdeep_gym,80,NORMAL
mossdeep_gym,81,NORMAL
mossdeep_gym,82,NORMAL
mossdeep_gym,83,NORMAL
mossdeep_gym,84,NORMAL
mossdeep_gym,85,NORMAL
mossdeep_gym,86,NORMAL
mossdeep_gym,87,NORMAL
mossdeep_gym,88,NORMAL
mossdeep_gym,89,NORMAL
mossdeep_gym,90,NORMAL
mossdeep_gym,91,NORMAL
mossdeep_gym,92,NORMAL
mossdeep_gym,93,NORMAL
mossdeep_gym,94,NORMAL
mossdeep_gym,95,NORMAL
mossdeep_gym,96,NORMAL
mossdeep_gym,97,NORMAL
mossdeep_gym,98,NORMAL
mossdeep_gym,99,NORMAL
mossdeep_gym,100,NORMAL
mossdeep_gym,101,NORMAL
mossdeep_gym,102,NORMAL
mossdeep_gym,103,NORMAL
mossdeep_gym,104,NORMAL
mossdeep_gym,105,NORMAL
mossdeep_gym,106,NORMAL
mossdeep_gym,107,NORMAL
mossdeep_gym,108,NORMAL
mossdeep_gym,109,NORMAL
mossdeep_gym,110,NORMAL
mossdeep_gym,111,NORMAL
mossdeep_gym,112,NORMAL
mossdeep_gym,113,NORMAL
mossdeep_gym,114,NORMAL
mossdeep_gym,115,NORMAL
mossdeep_gym,116,NORMAL
battle_frontier,0,NORMAL
battle_frontier,1,NORMAL
battle_frontier,2,NORMAL
battle_frontier,3,NORMAL
battle_frontier,4,NORMAL
battle_frontier,5,NORMAL
battle_frontier,6,NORMAL
battle_frontier,7,NORMAL
battle_frontier,8,NORMAL
battle_frontier,9,NORMAL
battle_frontier,10,NORMAL
battle_frontier,11,NORMAL
battle_frontier,12,NORMAL
battle_frontier,13,NORMAL
battle_frontier,14,NORMAL
battle_frontier,15,NORMAL
battle_frontier,16,NORMAL
battle_frontier,17,NORMAL
battle_frontier,18,NORMAL
battle_frontier,19,NORMAL
battle_frontier,20,NORMAL
battle_frontier,21,NORMAL
battle_frontier,22,NORMAL
battle_frontier,23,NORMAL
battle_frontier,24,NORMAL
battle_frontier,25,NORMAL
battle_frontier,26,NORMAL
battle_frontier,27,NORMAL
battle_frontier,28,NORMAL
battle_frontier,29,NORMAL
battle_frontier,30,NORMAL
battle_frontier,31,NORMAL
battle_frontier,32,NORMAL
battle_frontier,33,NORMAL
battle_frontier,34,NORMAL
battle_frontier,35,NORMAL
battle_frontier,36,NORMAL
battle_frontier,37,NORMAL
battle_frontier,38,NORMAL
battle_frontier,39,NORMAL
battle_frontier,40,NORMAL
battle_frontier,41,NORMAL
battle_frontier,42,NORMAL
battle_frontier,43,NORMAL
battle_frontier,44,NORMAL
battle_frontier,45,NORMAL
battle_frontier,46,NORMAL
battle_frontier,47,NORMAL
battle_frontier,48,NORMAL
battle_frontier,49,NORMAL
battle_frontier,50,NORMAL
battle_frontier,51,NORMAL
battle_frontier,52,NORMAL
battle_frontier,53,NORMAL
battle_frontier,54,NORMAL
battle_frontier,55,NORMAL
battle_frontier,56,NORMAL
battle_frontier,57,NORMAL
battle_frontier,58,NORMAL
battle_frontier,59,NORMAL
battle_frontier,60,NORMAL
battle_frontier,61,NORMAL
battle_frontier,62,NORMAL
battle_frontier,63,NORMAL
battle_frontier,64,NORMAL
battle_frontier,65,NORMAL
battle_frontier,66,NORMAL
battle_frontier,67,NORMAL
battle_frontier,68,NORMAL
battle_frontier,69,NORMAL
battle_frontier,70,NORMAL
battle_frontier,71,NORMAL
battle_frontier,72,NORMAL
battle_frontier,73,NORMAL
battle_frontier,74,NORMAL
battle_frontier,75,NORMAL
battle_frontier,76,NORMAL
battle_frontier,77,NORMAL
battle_frontier,78,NORMAL
battle_frontier,79,NORMAL
battle_frontier,80,NORMAL
battle_frontier,81,NORMAL
battle_frontier,82,NORMAL
battle_frontier,83,NORMAL
battle_frontier,84,NORMAL
battle_frontier,85,NORMAL
battle_frontier,86,NORMAL
battle_frontier,87,NORMAL
battle_frontier,88,NORMAL
battle_frontier,89,NORMAL
battle_frontier,90,NORMAL
battle_frontier,91,NORMAL
battle_frontier,92,NORMAL
battle_frontier,93,NORMAL
battle_frontier,94,NORMAL
battle_frontier,95,NORMAL
battle_frontier,96,NORMAL
battle_frontier,97,NORMAL
battle_frontier,98,NORMAL
battle_frontier,99,NORMAL
battle_frontier,100,NORMAL
battle_frontier,101,NORMAL
battle_frontier,102,NORMAL
battle_frontier,103,NORMAL
battle_frontier,104,NORMAL
battle_frontier,105,NORMAL
battle_frontier,106,NORMAL
battle_frontier,107,NORMAL
battle_frontier,108,NORMAL
battle_frontier,109,NORMAL
battle_frontier,110,NORMAL
battle_frontier,111,NORMAL
battle_frontier,112,NORMAL
battle_frontier,113,NORMAL
battle_frontier,114,NORMAL
battle_frontier,115,NORMAL
battle_frontier,116,NORMAL
battle_frontier,117,NORMAL
battle_frontier,118,NORMAL
battle_frontier,119,NORMAL
battle_frontier,120,NORMAL
battle_frontier,121,NORMAL
battle_frontier,122,NORMAL
battle_frontier,123,NORMAL
battle_frontier,124,NORMAL
battle_frontier,125,NORMAL
battle_frontier,126,NORMAL
battle_frontier,127,NORMAL
battle_frontier,128,NORMAL
battle_frontier,129,NORMAL
battle_frontier,130,NORMAL
battle_frontier,131,NORMAL
battle_frontier,132,NORMAL
battle_frontier,133,NORMAL
battle_frontier,134,NORMAL
battle_frontier,135,NORMAL
battle_frontier,136,NORMAL
battle_frontier,137,NORMAL
battle_frontier,138,NORMAL
battle_frontier,139,NORMAL
battle_frontier,140,NORMAL
battle_frontier,141,NORMAL
battle_frontier,142,NORMAL
battle_frontier,143,NORMAL
battle_frontier,144,NORMAL
battle_frontier,145,NORMAL
battle_frontier,146,NORMAL
battle_frontier,147,NORMAL
battle_frontier,148,NORMAL
battle_frontier,149,NORMAL
battle_frontier,150,NORMAL
battle_frontier,151,NORMAL
battle_frontier,152,NORMAL
battle_frontier,153,NORMAL
battle_frontier,154,NORMAL
battle_frontier,155,NORMAL
battle_frontier,156,NORMAL
battle_frontier,157,NORMAL
battle_frontier,158,NORMAL
battle_frontier,159,NORMAL
battle_frontier,160,NORMAL
battle_frontier,161,NORMAL
battle_frontier,162,NORMAL
battle_frontier,163,NORMAL
battle_frontier,164,NORMAL
battle_frontier,165,NORMAL
battle_frontier,166,NORMAL
battle_frontier,167,NORMAL
battle_frontier,168,NORMAL
battle_frontier,169,NORMAL
battle_frontier,170,NORMAL
battle_frontier,171,NORMAL
battle_frontier,172,NORMAL
battle_frontier,173,NORMAL
battle_frontier,174,NORMAL
battle_frontier,175,NORMAL
battle_frontier,176,NORMAL
battle_frontier,177,NORMAL
battle_frontier,178,NORMAL
battle_frontier,179,NORMAL
battle_frontier,180,NORMAL
battle_frontier,181,NORMAL
battle_frontier,182,NORMAL
battle_frontier,183,NORMAL
battle_frontier,184,NORMAL
battle_frontier,185,NORMAL
battle_frontier,186,NORMAL
battle_frontier,187,NORMAL
battle_frontier,188,NORMAL
battle_frontier,189,NORMAL
